crowd_problem_id,Case,Clip,chosen_answer,crowd_label,crowd_agreement,expert_problem_id,gs_label,gs_agreement,split,expert_user_id,expert_chosen_answer
7680498,Case-204,13,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295518,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680500,Case-205,2,"['confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines']",confluent b-lines,0.609756098,7295520,1 or more discrete b-lines,0.5,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines']"
7680508,Case-198,44,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295528,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680512,Case-200,18,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.777777778,7295532,1 or more discrete b-lines,0.666666667,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']"
7680516,Case-179,19,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines']",1 or more discrete b-lines,0.75,7295536,1 or more discrete b-lines,0.833333333,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7680517,Case-199,11,"['confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines']",no b-lines,0.790697674,7295537,confluent b-lines,0.5,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines']"
7680522,Case-179,13,"['no b-lines', 'no b-lines']",no b-lines,1,7295542,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680530,Case-177,12,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295550,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680531,Case-215,16,"['1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.833333333,7295551,no b-lines,0.833333333,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680538,Case-200,13,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines']",1 or more discrete b-lines,0.80952381,7295558,1 or more discrete b-lines,0.833333333,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']"
7680539,Case-215,22,"['no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.857142857,7295559,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680541,Case-179,17,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295561,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680542,Case-206,26,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.456521739,7295562,1 or more discrete b-lines,0.833333333,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']"
7680543,Case-186,18,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295563,no b-lines,0.833333333,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680545,Case-189,5,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.87804878,7295565,confluent b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7680550,Case-214,26,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295570,no b-lines,0.666666667,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']"
7680551,Case-201,23,"['1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.76744186,7295571,no b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680557,Case-187,3,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.923076923,7295577,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680558,Case-177,19,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295578,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680560,Case-182,10,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",no b-lines,0.857142857,7295580,no b-lines,0.666666667,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680565,Case-201,25,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.972972973,7295585,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680570,Case-215,25,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295590,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680579,Case-201,26,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295599,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680587,Case-207,16,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295607,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680590,Case-176,23,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.975609756,7295610,1 or more discrete b-lines,0.5,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']"
7680594,Case-194,9,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.644444444,7295614,confluent b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7680609,Case-184,7,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines']",confluent b-lines,0.8125,7295629,confluent b-lines,0.833333333,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7680610,Case-196,7,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",no b-lines,0.787878788,7295630,no b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']"
7680611,Case-207,21,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295631,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680612,Case-189,2,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.914893617,7295632,confluent b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7680614,Case-205,8,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.829787234,7295634,confluent b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7680623,Case-187,2,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",no b-lines,0.775,7295643,no b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines']"
7680625,Case-181,14,"['1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",no b-lines,0.648648649,7295645,no b-lines,0.5,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines']"
7680626,Case-179,15,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295646,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680627,Case-205,9,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,1,7295647,confluent b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7680633,Case-211,20,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7295653,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7680636,Case-196,4,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.976190476,7295656,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
