chosen_answer,crowd_label,expert_chosen_answer,gs_label,expert_no b-lines_gs,crowd_score_no b-lines,expert_score_no b-lines,expert_1 or more discrete b-lines_gs,crowd_score_1 or more discrete b-lines,expert_score_1 or more discrete b-lines,expert_confluent b-lines_gs,crowd_score_confluent b-lines,expert_score_confluent b-lines
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0,0.2222222222222222,0.3333333333333333,1,0.7777777777777778,0.6666666666666666,0,0.0,0.0
"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines']",1 or more discrete b-lines,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0,0.0,0.0,1,0.75,0.8333333333333334,0,0.25,0.16666666666666666
"['confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines']",no b-lines,"['confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines']",confluent b-lines,0,0.7906976744186046,0.3333333333333333,0,0.023255813953488372,0.16666666666666666,1,0.18604651162790697,0.5
"['no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0.16666666666666666,0,0.0,0.0
"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines']",1 or more discrete b-lines,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0,0.0,0.0,1,0.8095238095238095,0.8333333333333334,0,0.19047619047619047,0.16666666666666666
"['no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.8571428571428571,1.0,0,0.14285714285714285,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0,0.21739130434782608,0.16666666666666666,1,0.45652173913043476,0.8333333333333334,0,0.32608695652173914,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,0.8333333333333334,0,0.0,0.16666666666666666,0,0.0,0.0
"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,"['1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0,0.0,0.0,0,0.12195121951219512,0.3333333333333333,1,0.8780487804878049,0.6666666666666666
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,0.6666666666666666,0,0.0,0.3333333333333333,0,0.0,0.0
"['1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.7674418604651163,0.6666666666666666,0,0.23255813953488372,0.3333333333333333,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.9230769230769231,1.0,0,0.07692307692307693,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",no b-lines,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.8571428571428571,0.6666666666666666,0,0.14285714285714285,0.3333333333333333,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.972972972972973,1.0,0,0.02702702702702703,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0,0.975609756097561,0.5,1,0.024390243902439025,0.5,0,0.0,0.0
"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0,0.0,0.0,0,0.6444444444444445,0.3333333333333333,1,0.35555555555555557,0.6666666666666666
"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines']",confluent b-lines,"['1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0,0.020833333333333332,0.0,0,0.16666666666666666,0.16666666666666666,1,0.8125,0.8333333333333334
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.7878787878787878,0.6666666666666666,0,0.15151515151515152,0.3333333333333333,0,0.06060606060606061,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0,0.02127659574468085,0.0,0,0.06382978723404255,0.0,1,0.9148936170212766,1.0
"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']",confluent b-lines,0,0.0,0.0,0,0.1702127659574468,0.3333333333333333,1,0.8297872340425532,0.6666666666666666
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",no b-lines,"['no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines']",no b-lines,1,0.775,0.6666666666666666,0,0.225,0.16666666666666666,0,0.0,0.16666666666666666
"['1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",no b-lines,"['no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines']",no b-lines,1,0.6486486486486487,0.5,0,0.2972972972972973,0.3333333333333333,0,0.05405405405405406,0.16666666666666666
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0,0.0,0.0,0,0.0,0.0,1,1.0,1.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.9761904761904762,1.0,0,0.023809523809523808,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,0.95,1.0,0,0.05,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0
