Case ID,Case,Clip,Qualified Reads,Majority Label,label,split,Agreement,First Choice Answer,First Choice Votes,Second Choice Answer,Second Choice Votes,Third Choice Answer,Third Choice Votes
7680200,Case-170,36,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680201,Case-162,3,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680202,Case-108,3,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680203,Case-133,8,9,'confluent b-lines',1,0,1,'confluent b-lines',9,'no b-lines',0,'1 or more discrete b-lines',0
7680207,Case-099,12,8,'1 or more discrete b-lines',1,0,0.75,'1 or more discrete b-lines',6,'no b-lines',1,'confluent b-lines',1
7680208,Case-095,22,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680209,Case-151,15,5,'no b-lines',0,0,0.8,'no b-lines',4,'1 or more discrete b-lines',1,'confluent b-lines',0
7680210,Case-135,32,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680212,Case-119,14,15,'1 or more discrete b-lines',1,0,0.933,'1 or more discrete b-lines',14,'no b-lines',1,'confluent b-lines',0
7680213,Case-160,13,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680214,Case-109,10,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680215,Case-133,3,28,'confluent b-lines',1,0,0.964,'confluent b-lines',27,'1 or more discrete b-lines',1,'no b-lines',0
7680216,Case-094,15,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680217,Case-139,30,21,'no b-lines',0,0,0.524,'no b-lines',11,'confluent b-lines',8,'1 or more discrete b-lines',2
7680218,Case-127,2,14,'confluent b-lines',1,0,0.714,'confluent b-lines',10,'1 or more discrete b-lines',4,'no b-lines',0
7680219,Case-096,4,14,'confluent b-lines',1,0,1,'confluent b-lines',14,'no b-lines',0,'1 or more discrete b-lines',0
7680220,Case-164,18,8,'1 or more discrete b-lines',1,0,0.75,'1 or more discrete b-lines',6,'confluent b-lines',2,'no b-lines',0
7680221,Case-139,24,11,'1 or more discrete b-lines',1,0,0.818,'1 or more discrete b-lines',9,'confluent b-lines',2,'no b-lines',0
7680222,Case-123,42,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680223,Case-104,11,22,'confluent b-lines',1,0,0.955,'confluent b-lines',21,'1 or more discrete b-lines',1,'no b-lines',0
7680224,Case-094,14,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680225,Case-135,40,14,'no b-lines',0,0,0.643,'no b-lines',9,'1 or more discrete b-lines',5,'confluent b-lines',0
7680226,Case-104,10,9,'confluent b-lines',1,0,1,'confluent b-lines',9,'no b-lines',0,'1 or more discrete b-lines',0
7680227,Case-123,40,12,'1 or more discrete b-lines',1,0,0.833,'1 or more discrete b-lines',10,'no b-lines',1,'confluent b-lines',1
7680228,Case-137,12,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680229,Case-111,7,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680230,Case-096,5,23,'confluent b-lines',1,0,0.957,'confluent b-lines',22,'1 or more discrete b-lines',1,'no b-lines',0
7680232,Case-152,17,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7680234,Case-168,18,7,'no b-lines',0,0,0.714,'no b-lines',5,'confluent b-lines',1,'1 or more discrete b-lines',1
7680237,Case-157,15,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680238,Case-148,7,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680239,Case-103,13,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680240,Case-106,13,9,'1 or more discrete b-lines',1,0,0.667,'1 or more discrete b-lines',6,'confluent b-lines',3,'no b-lines',0
7680241,Case-106,11,9,'no b-lines',0,0,0.778,'no b-lines',7,'confluent b-lines',2,'1 or more discrete b-lines',0
7680242,Case-132,25,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680243,Case-170,20,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680244,Case-116,10,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680245,Case-092,17,17,'no b-lines',0,0,0.529,'no b-lines',9,'1 or more discrete b-lines',6,'confluent b-lines',2
7680246,Case-141,20,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680247,Case-169,20,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680249,Case-174,17,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680250,Case-134,19,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7680252,Case-148,10,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7680254,Case-164,21,19,'confluent b-lines',1,0,0.684,'confluent b-lines',13,'no b-lines',5,'1 or more discrete b-lines',1
7680255,Case-108,14,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680256,Case-154,25,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680257,Case-091,6,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680258,Case-137,10,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680260,Case-095,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680261,Case-092,20,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680262,Case-156,27,14,'confluent b-lines',1,0,0.643,'confluent b-lines',9,'1 or more discrete b-lines',4,'no b-lines',1
7680264,Case-135,24,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680265,Case-172,14,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680266,Case-135,33,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680267,Case-117,7,9,'1 or more discrete b-lines',1,0,0.778,'1 or more discrete b-lines',7,'confluent b-lines',2,'no b-lines',0
7680268,Case-105,6,11,'1 or more discrete b-lines',1,0,0.818,'1 or more discrete b-lines',9,'no b-lines',2,'confluent b-lines',0
7680269,Case-153,1,18,'confluent b-lines',1,0,0.444,'confluent b-lines',8,'no b-lines',5,'1 or more discrete b-lines',5
7680270,Case-125,16,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680272,Case-103,6,11,'confluent b-lines',1,0,1,'confluent b-lines',11,'no b-lines',0,'1 or more discrete b-lines',0
7680273,Case-136,14,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680274,Case-132,20,17,'1 or more discrete b-lines',1,0,0.706,'1 or more discrete b-lines',12,'no b-lines',4,'confluent b-lines',1
7680275,Case-166,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680276,Case-128,28,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680277,Case-135,31,9,'no b-lines',0,0,0.778,'no b-lines',7,'1 or more discrete b-lines',2,'confluent b-lines',0
7680278,Case-110,11,8,'no b-lines',0,0,0.75,'no b-lines',6,'1 or more discrete b-lines',2,'confluent b-lines',0
7680279,Case-133,4,22,'confluent b-lines',1,0,0.955,'confluent b-lines',21,'1 or more discrete b-lines',1,'no b-lines',0
7680280,Case-120,28,12,'confluent b-lines',1,0,0.75,'confluent b-lines',9,'1 or more discrete b-lines',3,'no b-lines',0
7680281,Case-116,1,7,'no b-lines',0,0,0.857,'no b-lines',6,'confluent b-lines',1,'1 or more discrete b-lines',0
7680282,Case-160,21,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680283,Case-149,11,24,'confluent b-lines',1,0,0.833,'confluent b-lines',20,'1 or more discrete b-lines',4,'no b-lines',0
7680286,Case-102,7,8,'no b-lines',0,0,0.75,'no b-lines',6,'confluent b-lines',1,'1 or more discrete b-lines',1
7680289,Case-141,16,17,'1 or more discrete b-lines',1,0,0.647,'1 or more discrete b-lines',11,'no b-lines',6,'confluent b-lines',0
7680290,Case-120,24,14,'1 or more discrete b-lines',1,0,0.857,'1 or more discrete b-lines',12,'confluent b-lines',2,'no b-lines',0
7680291,Case-157,18,16,'1 or more discrete b-lines',1,0,0.812,'1 or more discrete b-lines',13,'confluent b-lines',3,'no b-lines',0
7680292,Case-154,13,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680293,Case-090,10,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680294,Case-149,19,24,'confluent b-lines',1,0,0.625,'confluent b-lines',15,'1 or more discrete b-lines',9,'no b-lines',0
7680295,Case-149,14,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680296,Case-171,4,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680297,Case-156,22,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680298,Case-121,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680299,Case-143,18,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680300,Case-112,6,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680301,Case-167,16,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680303,Case-115,10,22,'1 or more discrete b-lines',1,0,0.545,'1 or more discrete b-lines',12,'confluent b-lines',9,'no b-lines',1
7680306,Case-144,34,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7680307,Case-113,13,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680308,Case-112,2,10,'no b-lines',0,0,1,'no b-lines',10,'confluent b-lines',0,'1 or more discrete b-lines',0
7680309,Case-113,7,6,'no b-lines',0,0,0.833,'no b-lines',5,'confluent b-lines',1,'1 or more discrete b-lines',0
7680310,Case-103,5,7,'no b-lines',0,0,0.714,'no b-lines',5,'confluent b-lines',1,'1 or more discrete b-lines',1
7680311,Case-102,5,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680312,Case-147,3,12,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',12,'no b-lines',0,'confluent b-lines',0
7680314,Case-160,18,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680315,Case-140,21,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7680316,Case-108,12,5,'no b-lines',0,0,0.8,'no b-lines',4,'confluent b-lines',1,'1 or more discrete b-lines',0
7680317,Case-102,11,24,'1 or more discrete b-lines',1,0,0.583,'1 or more discrete b-lines',14,'no b-lines',10,'confluent b-lines',0
7680318,Case-127,6,21,'confluent b-lines',1,0,0.905,'confluent b-lines',19,'1 or more discrete b-lines',2,'no b-lines',0
7680320,Case-095,21,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680321,Case-144,31,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680322,Case-121,12,10,'1 or more discrete b-lines',1,0,0.6,'1 or more discrete b-lines',6,'confluent b-lines',3,'no b-lines',1
7680323,Case-173,16,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680325,Case-131,21,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680326,Case-106,19,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680327,Case-094,19,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680328,Case-122,1,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680329,Case-089,15,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7680330,Case-150,15,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7680331,Case-103,3,14,'1 or more discrete b-lines',1,0,0.714,'1 or more discrete b-lines',10,'no b-lines',4,'confluent b-lines',0
7680332,Case-104,9,6,'confluent b-lines',1,0,0.833,'confluent b-lines',5,'1 or more discrete b-lines',1,'no b-lines',0
7680333,Case-129,7,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680334,Case-100,15,17,'1 or more discrete b-lines',1,0,0.588,'1 or more discrete b-lines',10,'no b-lines',5,'confluent b-lines',2
7680335,Case-104,8,25,'confluent b-lines',1,0,0.92,'confluent b-lines',23,'1 or more discrete b-lines',2,'no b-lines',0
7680336,Case-146,29,19,'confluent b-lines',1,0,0.737,'confluent b-lines',14,'no b-lines',3,'1 or more discrete b-lines',2
7680337,Case-106,17,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680338,Case-154,21,10,'1 or more discrete b-lines',1,0,0.8,'1 or more discrete b-lines',8,'no b-lines',1,'confluent b-lines',1
7680339,Case-112,1,11,'no b-lines',0,0,0.727,'no b-lines',8,'1 or more discrete b-lines',2,'confluent b-lines',1
7680340,Case-092,16,19,'1 or more discrete b-lines',1,0,0.737,'1 or more discrete b-lines',14,'no b-lines',4,'confluent b-lines',1
7680341,Case-157,22,21,'confluent b-lines',1,0,0.714,'confluent b-lines',15,'1 or more discrete b-lines',6,'no b-lines',0
7680344,Case-131,18,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7680345,Case-118,12,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680346,Case-090,1,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680347,Case-135,26,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680348,Case-145,20,10,'1 or more discrete b-lines',1,0,0.7,'1 or more discrete b-lines',7,'no b-lines',3,'confluent b-lines',0
7680351,Case-090,3,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680352,Case-167,12,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680353,Case-149,12,16,'confluent b-lines',1,0,0.625,'confluent b-lines',10,'1 or more discrete b-lines',6,'no b-lines',0
7680354,Case-139,26,16,'1 or more discrete b-lines',1,0,0.75,'1 or more discrete b-lines',12,'confluent b-lines',3,'no b-lines',1
7680355,Case-141,26,9,'no b-lines',0,0,0.667,'no b-lines',6,'1 or more discrete b-lines',2,'confluent b-lines',1
7680356,Case-134,23,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680357,Case-096,1,26,'confluent b-lines',1,0,0.923,'confluent b-lines',24,'1 or more discrete b-lines',2,'no b-lines',0
7680358,Case-160,14,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680360,Case-102,3,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680361,Case-140,13,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680362,Case-149,3,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680363,Case-135,29,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680364,Case-123,38,11,'1 or more discrete b-lines',1,0,0.909,'1 or more discrete b-lines',10,'no b-lines',1,'confluent b-lines',0
7680365,Case-094,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680367,Case-160,17,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680370,Case-114,22,6,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',6,'no b-lines',0,'confluent b-lines',0
7680372,Case-146,22,7,'confluent b-lines',1,0,1,'confluent b-lines',7,'no b-lines',0,'1 or more discrete b-lines',0
7680374,Case-096,2,5,'confluent b-lines',1,0,1,'confluent b-lines',5,'no b-lines',0,'1 or more discrete b-lines',0
7680375,Case-127,11,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680376,Case-155,13,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680377,Case-148,5,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680378,Case-157,21,13,'confluent b-lines',1,0,0.769,'confluent b-lines',10,'no b-lines',3,'1 or more discrete b-lines',0
7680379,Case-119,23,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680380,Case-156,33,11,'confluent b-lines',1,0,0.909,'confluent b-lines',10,'1 or more discrete b-lines',1,'no b-lines',0
7680381,Case-103,10,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680382,Case-125,20,23,'1 or more discrete b-lines',1,0,0.652,'1 or more discrete b-lines',15,'confluent b-lines',8,'no b-lines',0
7680383,Case-114,21,8,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',8,'no b-lines',0,'confluent b-lines',0
7680384,Case-114,26,11,'no b-lines',0,0,0.636,'no b-lines',7,'1 or more discrete b-lines',4,'confluent b-lines',0
7680385,Case-165,16,19,'no b-lines',0,0,0.579,'no b-lines',11,'1 or more discrete b-lines',8,'confluent b-lines',0
7680387,Case-155,12,15,'no b-lines',0,0,0.667,'no b-lines',10,'1 or more discrete b-lines',5,'confluent b-lines',0
7680388,Case-131,17,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680389,Case-095,15,5,'no b-lines',0,0,0.8,'no b-lines',4,'1 or more discrete b-lines',1,'confluent b-lines',0
7680390,Case-165,23,7,'no b-lines',0,0,0.857,'no b-lines',6,'confluent b-lines',1,'1 or more discrete b-lines',0
7680391,Case-120,26,15,'confluent b-lines',1,0,0.667,'confluent b-lines',10,'1 or more discrete b-lines',5,'no b-lines',0
7680392,Case-139,22,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7680393,Case-112,13,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680394,Case-165,17,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680395,Case-134,21,10,'no b-lines',0,0,0.7,'no b-lines',7,'1 or more discrete b-lines',2,'confluent b-lines',1
7680396,Case-106,10,11,'1 or more discrete b-lines',1,0,0.727,'1 or more discrete b-lines',8,'confluent b-lines',3,'no b-lines',0
7680397,Case-113,9,10,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',10,'no b-lines',0,'confluent b-lines',0
7680398,Case-108,1,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680399,Case-167,17,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680400,Case-130,24,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680401,Case-143,10,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680402,Case-133,2,9,'confluent b-lines',1,0,1,'confluent b-lines',9,'no b-lines',0,'1 or more discrete b-lines',0
7680403,Case-157,11,15,'no b-lines',0,0,0.533,'no b-lines',8,'confluent b-lines',4,'1 or more discrete b-lines',3
7680404,Case-146,19,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680405,Case-122,6,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680406,Case-110,5,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680407,Case-169,19,16,'no b-lines',0,0,0.5,'no b-lines',8,'1 or more discrete b-lines',5,'confluent b-lines',3
7680408,Case-149,25,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680409,Case-140,18,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680410,Case-090,11,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680411,Case-154,26,8,'no b-lines',0,0,0.875,'no b-lines',7,'confluent b-lines',1,'1 or more discrete b-lines',0
7680412,Case-141,17,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680413,Case-141,25,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7680414,Case-120,17,15,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',15,'no b-lines',0,'confluent b-lines',0
7680415,Case-117,6,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680416,Case-115,13,9,'no b-lines',0,0,0.778,'no b-lines',7,'confluent b-lines',2,'1 or more discrete b-lines',0
7680417,Case-097,13,14,'confluent b-lines',1,0,1,'confluent b-lines',14,'no b-lines',0,'1 or more discrete b-lines',0
7680418,Case-164,11,7,'no b-lines',0,0,0.714,'no b-lines',5,'confluent b-lines',1,'1 or more discrete b-lines',1
7680420,Case-163,5,11,'1 or more discrete b-lines',1,0,0.909,'1 or more discrete b-lines',10,'confluent b-lines',1,'no b-lines',0
7680421,Case-148,6,9,'1 or more discrete b-lines',1,0,0.667,'1 or more discrete b-lines',6,'no b-lines',3,'confluent b-lines',0
7680422,Case-149,31,9,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',9,'no b-lines',0,'confluent b-lines',0
7680423,Case-144,27,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680425,Case-153,8,14,'confluent b-lines',1,0,1,'confluent b-lines',14,'no b-lines',0,'1 or more discrete b-lines',0
7680426,Case-095,18,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680427,Case-123,39,9,'no b-lines',0,0,0.667,'no b-lines',6,'confluent b-lines',2,'1 or more discrete b-lines',1
7680428,Case-092,25,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680429,Case-165,13,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7680430,Case-141,21,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680432,Case-156,31,7,'no b-lines',0,0,0.714,'no b-lines',5,'confluent b-lines',2,'1 or more discrete b-lines',0
7680433,Case-149,20,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680434,Case-137,1,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680436,Case-149,1,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680437,Case-144,29,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680438,Case-139,20,18,'confluent b-lines',1,0,0.5,'confluent b-lines',9,'no b-lines',5,'1 or more discrete b-lines',4
7680439,Case-093,11,29,'confluent b-lines',1,0,0.517,'confluent b-lines',15,'1 or more discrete b-lines',12,'no b-lines',2
7680440,Case-170,34,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680442,Case-096,12,12,'confluent b-lines',1,0,1,'confluent b-lines',12,'no b-lines',0,'1 or more discrete b-lines',0
7680443,Case-116,8,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680444,Case-147,2,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680445,Case-164,17,9,'1 or more discrete b-lines',1,0,0.778,'1 or more discrete b-lines',7,'no b-lines',1,'confluent b-lines',1
7680446,Case-113,3,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7680447,Case-146,23,17,'confluent b-lines',1,0,0.588,'confluent b-lines',10,'1 or more discrete b-lines',6,'no b-lines',1
7680448,Case-167,18,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7680449,Case-157,10,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7680450,Case-168,19,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7680452,Case-096,9,16,'confluent b-lines',1,0,0.875,'confluent b-lines',14,'no b-lines',1,'1 or more discrete b-lines',1
7680453,Case-099,16,16,'1 or more discrete b-lines',1,0,0.625,'1 or more discrete b-lines',10,'no b-lines',5,'confluent b-lines',1
7680454,Case-098,9,22,'1 or more discrete b-lines',1,0,0.591,'1 or more discrete b-lines',13,'confluent b-lines',6,'no b-lines',3
7680455,Case-102,8,17,'1 or more discrete b-lines',1,0,0.647,'1 or more discrete b-lines',11,'no b-lines',6,'confluent b-lines',0
7680457,Case-126,4,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680458,Case-173,22,8,'no b-lines',0,0,0.875,'no b-lines',7,'1 or more discrete b-lines',1,'confluent b-lines',0
7680459,Case-123,32,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7680460,Case-160,20,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7680461,Case-120,29,8,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',8,'no b-lines',0,'confluent b-lines',0
